FREQ_NAME,REF_AREA_ID,REF_AREA_NAME,INDICATOR_NAME,UNIT_MEASURE_NAME,TIME_PERIOD,OBS_VALUE
Annual,PAN,Panama,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2017,24.02
Annual,ECU,Ecuador,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2017,27.13
Annual,URY,Uruguay,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2017,31.04
Annual,KAZ,Kazakhstan,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2017,18.37
Annual,PRI,Puerto Rico,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2017,28.6
Annual,TWN,"Taiwan, China",GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2017,39.16
Annual,LBN,Lebanon,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2017,17.02
Annual,SAU,Saudi Arabia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2017,34.35
Annual,ARE,United Arab Emirates,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2017,61.08
Annual,ISR,Israel,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2017,47.96
Annual,QAT,Qatar,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2017,41.86
Annual,USA,United States,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,33.33
Annual,RUS,Russian Federation,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,44.8
Annual,EGY,"Egypt, Arab Rep.",GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,27.63
Annual,ZAF,South Africa,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,31.18
Annual,GRC,Greece,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,52.74
Annual,NLD,Netherlands,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,37.93
Annual,FRA,France,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,40.26
Annual,ESP,Spain,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,38.91
Annual,HUN,Hungary,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,43.17
Annual,ITA,Italy,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,49.36
Annual,CHE,Switzerland,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,31.2
Annual,AUT,Austria,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,37.05
Annual,GBR,United Kingdom,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,35.23
Annual,SWE,Sweden,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,40.77
Annual,POL,Poland,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,47.55
Annual,DEU,Germany,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,41.04
Annual,PER,Peru,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,30.51
Annual,ARG,Argentina,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,25.77
Annual,BRA,Brazil,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,36.14
Annual,CHL,Chile,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,26.06
Annual,COL,Colombia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,20.95
Annual,MYS,Malaysia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,36.68
Annual,AUS,Australia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,42.87
Annual,IDN,Indonesia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,38.84
Annual,THA,Thailand,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,52.1
Annual,KOR,"Korea, Rep.",GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,31.54
Annual,CHN,China,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,49.08
Annual,TUR,Turkiye,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,30.88
Annual,IND,India,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,37.53
Annual,IRN,"Iran, Islamic Rep.",GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,43.77
Annual,CAN,Canada,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,39.01
Annual,MAR,Morocco,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,32.85
Annual,BFA,Burkina Faso,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,17.88
Annual,CMR,Cameroon,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,23.02
Annual,PRT,Portugal,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,38.12
Annual,LUX,Luxembourg,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,45.77
Annual,IRL,Ireland,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,39.62
Annual,CYP,Cyprus,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,50.17
Annual,FIN,Finland,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,37.55
Annual,BGR,Bulgaria,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,25.06
Annual,LVA,Latvia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,41.11
Annual,EST,Estonia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,41.15
Annual,HRV,Croatia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,35.79
Annual,SVN,Slovenia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,33.78
Annual,MKD,North Macedonia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,34.44
Annual,SVK,Slovak Republic,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,39.66
Annual,BLZ,Belize,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,26.07
Annual,GTM,Guatemala,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,34.11
Annual,SLV,El Salvador,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,30.76
Annual,PAN,Panama,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,27.42
Annual,ECU,Ecuador,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,25.85
Annual,URY,Uruguay,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,29.7
Annual,KAZ,Kazakhstan,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,30.51
Annual,PRI,Puerto Rico,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,20.07
Annual,HKG,"Hong Kong SAR, China",GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,37.3
Annual,JAM,Jamaica,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,24.53
Annual,TWN,"Taiwan, China",GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,41.02
Annual,LBN,Lebanon,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,22.45
Annual,JOR,Jordan,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,44.34
Annual,SAU,Saudi Arabia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,39.43
Annual,ARE,United Arab Emirates,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,54.38
Annual,ISR,Israel,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,48.65
Annual,QAT,Qatar,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,35.37
Annual,GEO,Georgia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2016,26.54
Annual,USA,United States,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,29.36
Annual,EGY,"Egypt, Arab Rep.",GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,29.5
Annual,ZAF,South Africa,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,30.32
Annual,GRC,Greece,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,46.86
Annual,NLD,Netherlands,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,33.17
Annual,BEL,Belgium,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,48.48
Annual,ESP,Spain,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,39.15
Annual,HUN,Hungary,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,41.82
Annual,ITA,Italy,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,57.46
Annual,ROU,Romania,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,40.49
Annual,CHE,Switzerland,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,33.8
Annual,GBR,United Kingdom,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,34.93
Annual,SWE,Sweden,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,36.45
Annual,NOR,Norway,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,33.41
Annual,POL,Poland,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,47.8
Annual,DEU,Germany,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,42.29
Annual,PER,Peru,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,25.53
Annual,MEX,Mexico,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,36.44
Annual,ARG,Argentina,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,25.8
Annual,BRA,Brazil,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,44.74
Annual,CHL,Chile,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,28.06
Annual,COL,Colombia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,33.2
Annual,MYS,Malaysia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,27.13
Annual,AUS,Australia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,41.67
Annual,IDN,Indonesia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,39.49
Annual,PHL,Philippines,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,36.45
Annual,THA,Thailand,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,46.62
Annual,KOR,"Korea, Rep.",GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,38.11
Annual,VNM,Viet Nam,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,45.57
Annual,CHN,China,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,39.96
Annual,IND,India,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,44.01
Annual,IRN,"Iran, Islamic Rep.",GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,38.1
Annual,CAN,Canada,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,39.47
Annual,MAR,Morocco,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,41.08
Annual,TUN,Tunisia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,40.25
Annual,SEN,Senegal,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,15.91
Annual,BFA,Burkina Faso,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,17.89
Annual,CMR,Cameroon,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,23.9
Annual,BRB,Barbados,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,14.74
Annual,BWA,Botswana,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,18.86
Annual,PRT,Portugal,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,40.8
Annual,LUX,Luxembourg,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,42.58
Annual,IRL,Ireland,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,40.87
Annual,FIN,Finland,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,32.62
Annual,BGR,Bulgaria,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,33.28
Annual,LVA,Latvia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,38.6
Annual,EST,Estonia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,39.3
Annual,HRV,Croatia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,34.42
Annual,SVN,Slovenia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,32.39
Annual,MKD,North Macedonia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,34.33
Annual,SVK,Slovak Republic,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,33.65
Annual,GTM,Guatemala,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,31.02
Annual,PAN,Panama,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,23.07
Annual,ECU,Ecuador,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,28.62
Annual,URY,Uruguay,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,24.43
Annual,KAZ,Kazakhstan,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,75.42
Annual,PRI,Puerto Rico,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,17.73
Annual,TWN,"Taiwan, China",GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,43.79
Annual,LBN,Lebanon,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,17.41
Annual,ISR,Israel,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2015,47.76
Annual,USA,United States,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,29.66
Annual,RUS,Russian Federation,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,39.49
Annual,ZAF,South Africa,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,25.37
Annual,GRC,Greece,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,61.58
Annual,NLD,Netherlands,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,34.79
Annual,BEL,Belgium,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,49.35
Annual,FRA,France,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,41.18
Annual,ESP,Spain,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,38.03
Annual,HUN,Hungary,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,41.96
Annual,ITA,Italy,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,49.1
Annual,ROU,Romania,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,41.25
Annual,CHE,Switzerland,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,28.98
Annual,AUT,Austria,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,34.92
Annual,GBR,United Kingdom,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,36.84
Annual,DNK,Denmark,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,40.99
Annual,SWE,Sweden,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,36.53
Annual,NOR,Norway,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,37.56
Annual,POL,Poland,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,51.11
Annual,DEU,Germany,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,39.95
Annual,PER,Peru,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,29.11
Annual,MEX,Mexico,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,29.61
Annual,ARG,Argentina,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,23.54
Annual,BRA,Brazil,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,35.56
Annual,CHL,Chile,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,28.39
Annual,COL,Colombia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,30.7
Annual,MYS,Malaysia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,26.75
Annual,AUS,Australia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,39.21
Annual,IDN,Indonesia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,38.12
Annual,PHL,Philippines,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,37.68
Annual,SGP,Singapore,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,39.4
Annual,THA,Thailand,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,42.44
Annual,JPN,Japan,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,54.51
Annual,VNM,Viet Nam,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,50.13
Annual,CHN,China,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,39.5
Annual,IND,India,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,37.67
Annual,IRN,"Iran, Islamic Rep.",GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,32.7
Annual,CAN,Canada,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,36.52
Annual,BFA,Burkina Faso,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,23.75
Annual,CMR,Cameroon,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,22.8
Annual,AGO,Angola,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,44.81
Annual,BRB,Barbados,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,23.44
Annual,UGA,Uganda,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,12.55
Annual,BWA,Botswana,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,13.7
Annual,PRT,Portugal,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,38.38
Annual,LUX,Luxembourg,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,42.01
Annual,IRL,Ireland,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,39.33
Annual,FIN,Finland,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,36.76
Annual,LTU,Lithuania,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,44.77
Annual,EST,Estonia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,41.77
Annual,XKX,Kosovo,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,26.73
Annual,HRV,Croatia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,30.3
Annual,SVN,Slovenia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,29
Annual,BIH,Bosnia and Herzegovina,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,26.8
Annual,SVK,Slovak Republic,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,35.96
Annual,BLZ,Belize,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,32.63
Annual,GTM,Guatemala,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,33.03
Annual,SLV,El Salvador,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,34.9
Annual,CRI,Costa Rica,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,36.83
Annual,PAN,Panama,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,14.63
Annual,BOL,Bolivia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,38.39
Annual,ECU,Ecuador,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,30.67
Annual,SUR,Suriname,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,16.1
Annual,URY,Uruguay,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,26.71
Annual,KAZ,Kazakhstan,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,23.83
Annual,PRI,Puerto Rico,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,24.01
Annual,TTO,Trinidad and Tobago,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,16.79
Annual,JAM,Jamaica,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,22.04
Annual,TWN,"Taiwan, China",GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,37.39
Annual,QAT,Qatar,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,25.54
Annual,GEO,Georgia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2014,34.78
Annual,USA,United States,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,31.11
Annual,RUS,Russian Federation,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,29.04
Annual,ZAF,South Africa,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,27.33
Annual,GRC,Greece,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,49.33
Annual,NLD,Netherlands,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,36.81
Annual,BEL,Belgium,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,46.55
Annual,FRA,France,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,41.13
Annual,ESP,Spain,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,36.3
Annual,HUN,Hungary,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,44.82
Annual,ITA,Italy,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,48.59
Annual,ROU,Romania,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,37.26
Annual,CHE,Switzerland,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,28.24
Annual,GBR,United Kingdom,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,36.4
Annual,SWE,Sweden,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,36.59
Annual,NOR,Norway,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,35.25
Annual,POL,Poland,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,46.72
Annual,DEU,Germany,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,38.58
Annual,PER,Peru,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,25.68
Annual,MEX,Mexico,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,31.65
Annual,ARG,Argentina,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,24.92
Annual,BRA,Brazil,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,38.72
Annual,CHL,Chile,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,28.01
Annual,COL,Colombia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,31.75
Annual,MYS,Malaysia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,33.31
Annual,IDN,Indonesia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,35.19
Annual,PHL,Philippines,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,36.19
Annual,SGP,Singapore,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,39.78
Annual,THA,Thailand,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,49.32
Annual,JPN,Japan,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,49.35
Annual,KOR,"Korea, Rep.",GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,42.29
Annual,VNM,Viet Nam,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,56.74
Annual,CHN,China,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,34.3
Annual,TUR,Turkiye,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,30.39
Annual,IND,India,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,38.91
Annual,IRN,"Iran, Islamic Rep.",GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,36.42
Annual,CAN,Canada,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,35.22
Annual,DZA,Algeria,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,32.95
Annual,LBY,Libya,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,33.05
Annual,GHA,Ghana,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,24.64
Annual,NGA,Nigeria,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,16.33
Annual,AGO,Angola,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,63.66
Annual,BRB,Barbados,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,17.34
Annual,UGA,Uganda,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,15.03
Annual,ZMB,Zambia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,15.4
Annual,NAM,Namibia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,32.08
Annual,MWI,Malawi,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,15.14
Annual,BWA,Botswana,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,18.6
Annual,PRT,Portugal,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,40.09
Annual,LUX,Luxembourg,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,42.91
Annual,IRL,Ireland,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,40.43
Annual,FIN,Finland,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,36.73
Annual,LTU,Lithuania,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,41.65
Annual,LVA,Latvia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,41.62
Annual,EST,Estonia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,38.83
Annual,HRV,Croatia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,35.18
Annual,SVN,Slovenia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,29.61
Annual,BIH,Bosnia and Herzegovina,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,26.08
Annual,MKD,North Macedonia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,35.57
Annual,CZE,Czechia,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,35.75
Annual,SVK,Slovak Republic,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,33.17
Annual,GTM,Guatemala,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,33.32
Annual,PAN,Panama,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,28.91
Annual,ECU,Ecuador,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,34.91
Annual,SUR,Suriname,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,24.36
Annual,URY,Uruguay,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,26.85
Annual,PRI,Puerto Rico,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,24.63
Annual,TTO,Trinidad and Tobago,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,19.75
Annual,JAM,Jamaica,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,27.05
Annual,TWN,"Taiwan, China",GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,40.69
Annual,ISR,Israel,GEM Adult Population Survey: Fear of failure rate,Percentage of respondents,2013,51.76
